"input","add_tag","final_reply_content","tagList"
老师好！,否,同学好呀，我是您的班主任清禾老师\n这次课程由陈小朵博士亲自授课，从发声、气息等五大维度带您掌握多种演唱技巧。那明天晚上 19 点开始的上课时间您方便来上课吗？,"260502"
有,是,"","260503;重要;有时间"
好的,否,太好了，知道您能准时来上课我真开心！明天晚上七点咱们就正式开课啦。对了同学，在上课前想问问您，之前有了解过陈小朵老师吗？,"260502"
好的今去把工具置好，晚上见[咖啡],是,"","260501;2026Y4;无工具;无工具;有时间"
方便,是,"","260503;重要"
好好，有请您放心！,是,"","260503;有时间"
没有收到书法口决资料吗？,否,您别急，书法口诀资料会在 5 月 3 号正式开课时，由陈墨院长在直播间统一发放并讲解呢 📚。这两天您可以先静心准备一下纸笔，跟着院长的节奏走。开课前我会把上课链接发给您，留意消息就好啦！,"260503;重要"
方便,是,"","260503;重要"
方便学习,是,"","260503"
"1",否,您好呀！收到您的消息啦，咱们 5 月 3 号晚上 6 点 50 分准时开课，是毛笔书法体验课哦。这两天您可以先准备一支毛笔和墨水，不用太专业，能写字就行。很多零基础的同学都说，提笔那一刻心就静下来了，特别放松 🌼。您看这个时间方便参加吗？,"260503;重要"
曾树文 13387389667 湖南省娄底市娄星区 长青街38号中国建设银行娄底市分行金库,是,"","260504;赠品单"
有，不多,是,同学，知道您认识陈老师太开心啦！她深耕歌唱行业 30 多年\n是北京奥运会《我和你》原唱，也是中国歌剧舞剧院首席女高音和中国音乐学院博士。那想问问您，之前自己接触过唱歌吗？,"260502"
"6",否,收到啦！这就帮您登记好，确保您能顺利进班学习 📝。\n\n咱们是 5 月 3 号周日晚上 6 点 50 分开课，连续六天。这两天您可以先准备一支毛笔和墨水，不用太专业，顺手就行。开课前我会把上课链接发给您，到时候跟着陈墨院长一起体验毛笔书法的乐趣就好啦！,"260503;重要"
可以的,是,"","260503"
好好，顺祝您万事如愿，事业腾飞！,否,借您吉言，心里暖暖的🥰！那咱们就约定 5 月 3 号晚上 6 点 50 分见，到时候我发链接给您。这两天您安心忙您的，记得把毛笔备在桌边，咱们一起静心写写字，享受这段慢时光。,"260503;有时间;有工具;有工具"
收到,是,"","260501;有时间"
能,否,太好了，收到您能准时来上课的消息真让人开心！\n明天晚上七点咱们就正式开启陈小朵老师的声乐体验课啦。对了同学，在开课之前，您之前有了解过陈小朵老师吗？,"260502"
[抱拳][抱拳][抱拳],否,"","260501;有时间;回复时段2"
接触过,是,同学，有唱歌基础真的太棒了！很多人连开口都不敢，您能自信开唱就已经超过大部分学员了。那您目前有没有特别想解决的唱歌问题呢？比如跑调、高音上不去或者气息不足之类的？,"260502;待介绍老师"
工具全,是,"","260503;有时间"
"收货地址:河北省石家庄市晋州市时代新城南门对面菜鸟驿站
亚平收
13613119981",是,地址收到啦同学！这就马不停蹄去安排发货，坐等快递飞奔到你手中吧！\n\n同学，有时间来上课吗？,"260502;2024Y12END;赠品单;待介绍老师"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/LuYingNan_2_luyingnan_1777591014138.jpg""}",否,🥳 收到您的图片啦，看您准备得这么充分，真让人放心。后天晚上六点五十，陈墨院长会亲自带大家从零基础开始体验毛笔书法的魅力。这两天您可以先试着握握笔找找感觉，到时候跟着院长的节奏慢慢写就行，咱们一起享受这段静心时光,"260503;有时间;有工具;有工具"
想,是,同学，您是想解决唱歌问题对吧？别担心～\n咱们课上小朵老师会带着大家一步步把音准、气息这些基础练扎实，方向对了进步特别快。那想问问您，现在是上班还是退休呀？,"260502;待介绍老师;待发文件"
有一点基础,否,有点基础那您学起来会更轻松呢！很多同学刚开始也觉得自己会一点，但跟着陈墨院长系统学习后，才发现以前很多用笔细节都没注意到，进步特别快🌟。咱们这次是毛笔书法体验课，正好帮您把基础打得更扎实，5 月 3 号晚上六点五十开课，期待看到您的作品呀！,"260503;有时间;有工具;有工具"
收到,是,"","260501;有时间"
谢谢,否,不客气呀！时间灵活方便照顾生活，也能留点时间给自己\n接下来的体验课，同学记得提前安排好时间，尽量按时来上课哦。,"260502;待介绍老师;待发文件;未破冰;激活;待发上课链接"
可以,是,"","260503"
好啊！我有基础，我期待您！[握手],否,有基础那您学起来肯定更顺手呀！陈墨院长讲课深入浅出，很多有功底的同学都说能帮他突破瓶颈呢。咱们 5 月 3 号晚上见，期待看到您的作品🌟,"260503;有时间;有工具;有工具"
可以,是,"","260503"
"{""messageType"":""voice"",""messageTranscript"":""谢谢老师，谢谢老师。我最喜欢书法的，谢谢，我一定准时听课。您放心，节日快乐，一切开心。"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/BiXue_3_bixue_1777591136982.mp3""",否,"","260501;有时间;无工具;无工具;回复时段2"
谢谢,否,🥰 不客气呀，能帮到您我也很开心 这两天您可以先准备下毛笔和宣纸，不用太专业，顺手就行。5 月 3 号晚上 6 点 50 分，我会准时在群里发上课链接，咱们跟着陈墨院长一起感受毛笔书法的魅力，期待您来哦,"260503;有时间"
好，顺祝您家庭幸福，事业腾飞！,否,"","260503;有时间;有工具;有工具"
收到,是,"","260501"
小乔老师，早上好！五一节快乐！[玫瑰],否,"","10到课;23到课;28到课;29到课;1到课;2025Y12"
有,是,"","260503;重要;有时间"
收到,是,"","260501;有时间;有工具;有工具"
[破涕为笑][破涕为笑],否,看您笑得这么开心，是不是对今晚的课充满期待啦？😄今天是5月1号第一天开课，晚上6点50分陈墨院长会亲自直播带大家体验毛笔书法。工具简单准备下就行，主要是来感受书写的乐趣，放松一下心情。今晚记得留意群消息，我准时带您进教室哦！,"260501;没时间"
及象书法-小刘老师早上好！ 本人下个月要到加拿大去一年所以没报名参加参加。请谅解。下次有机会一定来参加书法学习。,否,"","260418;已填地址;已领取赠品;有时间"
尽量，时间不定,否,您说时间不定也没关系，很多同学刚开始都这样～咱们课是5月3号起连续6晚18:50直播，您尽量协调时间来听听陈墨院长的毛笔书法示范，哪怕只听一节，对静心专注都很有帮助✏️开课前我会拉您进群发链接，您看能提前备支毛笔试试吗？,"260503"
老师好！,否,同学好呀！看到您消息真开心 🤗。咱们 5 月 3 号晚 6 点 50 分就正式开课啦，陈墨院长会亲自带大家体验毛笔书法的魅力。这两天您可以先准备下纸笔，不用太专业，能写字就行。期待在课堂上见到您，一起静心练字吧！,"260503;重要"
方便,是,"","260503;重要"
[OK],是,"","260501"
好,否,收到啦！那老师就帮您登记好，准时开通听课权限 📝。这两天您可以先找支毛笔和旧报纸练练手，不用太讲究工具。陈墨院长讲课特别生动，很多零基础同学都能跟上。期待和您一起享受这段静心时光！,"260503;重要;有时间"
上课几时分钟,否,您问的是每节课时长吗？咱们每晚直播课大概一小时左右，时间刚刚好，既能学透技法又不会太累。很多学员反馈这个节奏特别舒服，边写边静心，不知不觉就练完了。您放心，工具准备简单的毛笔和纸就行，咱们5月3号晚6点50见，期待您来体验这段专注时光🌼,"260503"
方便,是,"","260503;重要"
[合十][玫瑰],否,🤗 收到您的问候啦，心里暖暖的咱们 5 月 3 号周日晚上 6 点 50 就正式开课了，是陈墨院长亲自带的毛笔书法体验课。这两天您可以先备支毛笔，到时候我拉您进群发链接，一起享受这段静心写字的时光,"260503"
上班,是,上班挺好的呀，说明您状态正年轻，心态也更有活力！那接下来的体验课，您可要提前把时间预留好，尽量按时来跟着老师开口练，咱们一起轻松唱起来。,"260502;待介绍老师;待发文件;待发上课链接"
收到,是,"","260501"
收到,是,"","260501;有时间"
好的！,是,好的同学！陈小朵老师深耕歌唱行业 30 多年，是北京奥运会《我和你》原唱、中国歌剧舞剧院首席女高音及中国音乐学院博士。对了，您之前有接触过唱歌吗？,"260502;赠品单;三线及其它城市;已领取赠品;一线城市"
好,是,"","260430;有工具;有工具;待填地址;有时间;回复时段1"
谢谢你老师，我每日每夜陪护一个重病老伴，在家不能唱，说话都不敢大声，不然他骂神经病，唱什么歌，你那么好心情吗？我只敢在老年大学里唱几句。算了，我的悲伤的人生。,否,"","260422;已填地址;已领取赠品;退休"
上班呢,是,上班挺好的呀，说明您状态正年轻，心态也更有活力！那接下来的体验课，您可要提前把时间预留好，尽量按时来跟着老师开口练，工作之余用歌声放松一下特别棒。,"260502;激活;激活;待介绍老师;待发上课链接"
我不报名，让你失望了。,否,"","260422;已填地址;已领取赠品;退休"
老师早,否,同学早呀！看到您这么有精神真开心 🌼。咱们 5 月 3 号晚上的书法体验课马上就开始啦，这两天您可以先准备一支毛笔和墨水，不用太专业，能写字就行。跟着陈墨院长慢慢练，既能静心又能修身养性，特别适合咱们日常放松呢。,"260503;重要"
收到,是,"","260501;有时间;有工具;有工具"
不要千篇一律的群发，我这次一节课都没上。这样虚假的对话看得很反感,否,"","260425"
老师 楷书口诀发一下,否,同学，楷书口诀咱们陈墨院长会在 5 月 3 号晚上的直播课里详细拆解示范呢，那是毛笔书法的核心精髓，光看文字可能不太好理解笔锋的运转。📝\n\n这两天您可以先准备好纸笔墨，哪怕用普通毛笔和旧报纸练手也行。跟着院长直播学，能更直观地掌握运笔技巧，让心静下来，写出的字才更有韵味。开课前我会把链接发给您，咱们准时见！,"260503"
我出门了，可以看回放,否,同学，小朵老师是著名女高音、国家一级演员，这次只教这一期机会太难得了，还是尽量准时来呀！您之前了解过她吗？老师不仅唱得好，教得也特别棒，方法通俗易懂，咱们争取别错过现场互动哦。,"260502"
晚上见,否,"","260501;有时间;有工具;有工具;回复时段2"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/a173cf1f9e32e057db8729edc3e4f6de_0408683b-a55a-4c23-9dfc-0db388decec3.jpg""}",是,"","260430;回复时段1"
不一定尽量,否,理解您时间不太固定呢~其实很多同学都这样，但咱们这六天直播课是陈墨院长亲自带练，现场互动氛围特别好，错过就太可惜啦🌼\n\n建议您尽量协调下时间，哪怕先听第一节，感受一下毛笔在纸上行走的静心过程也是好的。5 月 3 日晚 6:50 开课，我到时候发您链接，咱们试着给自己留段放松时光好吗？,"260503"
我在学习啊,否,太棒啦，看到您这么积极我也很开心！🌟 今晚陈墨院长会亲自带大家体验毛笔书法的魅力。您先把纸笔墨备在手边，跟着院长动笔写写，特别解压。上课前我会把入口发给您，期待见到您哦！,"260501;有时间;有工具;有工具"
方便,是,"","260503;重要"
请发来视频教学了,否,同学别急哈，咱们正式的直播课是 5 月 3 号晚 18:50 由陈墨院长亲自讲授的毛笔书法体验课🎨。现在还没到开课时间，所以暂时没有教学视频哦。您先准备好纸笔墨，开课前我会把上课链接发到群里，到时候跟着院长一起练字静心就好啦！,"260503;重要"
有回放吗？因为我不能确定每天都能上,否,同学放心，每节课都有回放。只要按时听课，课后我会发您入口~\n课程结束前都能随时复习。那这个上课时间您方便来上课吗？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
怎样领字帖,否,字帖不用单独领哈，陈墨院长会在直播课上直接展示范字，大家跟着写就行✏️。到时候我会把上课链接发给您，您准备好纸笔墨，跟着院长动笔练习效果最好，期待您一起静心书写呀！,"260503;有时间;有工具;有工具"
有,是,"","260503;有时间"
好嘞谢谢您,是,"","260501;有时间;无工具;无工具"
好吗。,否,您太客气啦！🤝 今晚陈墨院长就会带大家正式开启第一节课。您是资深前辈，正好来直播间感受一下院长的新教法，顺便给同学们鼓鼓劲。备好纸笔，晚上见！,"260501;没时间;有工具;有工具;回复时段1"
好的,是,"","260501;有时间;无工具;无工具"
我儿子说了，不学了,否,完全理解您的心情，家里孩子有想法很正常。不过这次是陈墨院长亲授的免费体验课，机会特别难得🌟\n\n哪怕您自己先来听一节，跟着院长动动笔，也能让心静下来，当作给自己的一段放松时光呢。工具简单准备下就行，我稍后把入口发给您，咱们试着感受一下？,"260501"
[OK][拳头][胜利][爱心][合十],否,同学早上好！看到您发的表情，感觉您今天心情不错呀 昨晚的《猫咪戏蝶》练习得怎么样啦？有没有试着用“丝毛法”给小猫添几笔？\n\n今晚 18:45 陈墨老师要带大家走进《桂林山水》，学习独家的水法和皴法，领略水墨山水的魅力，非常精彩！期待您今天的进步哦✏️,"260429;赠品单;已填地址;有时间;梅-树干上雪没有留下来;猫-毛画的黑不飘逸"
我通过了你的联系人验证请求，现在我们可以开始聊天了,是,"","260503"
求家乡变故乡简谱老师！,否,同学好的，咱们这 6 天的课程里暂时还没有《家乡变故乡》这首歌曲的简谱哦。\n\n目前陈小朵老师 6 节课的简谱资料包含以下歌曲：\n第一天《天边》\n第二天《祝福祖国》\n第三天《画你》\n第四天《珊瑚颂》\n第五天《万疆》\n第六天《我和你》\n\n如果您需要全部课程的简谱，可以点击这里下载打印，方便课上学习：\nhttps://www.kdocs.cn/l/cbLGu0nZ6wFM\n\n如果有其他指定的课程歌曲需要简谱，随时告诉我哈！,"260502"
[OK],是,"","260501"
可以的，明晚见吧！,否,太好了，听到您能准时来上课真让人开心！明晚 7 点咱们准时见\n对了同学，在正式开课前想问问，您之前有了解过陈小朵老师吗？,"260502"
可以,否,太好了，听到您能准时来上课真让人开心！顺便问下，您之前有了解过陈小朵老师吗？明天晚上七点咱们准时见哦。,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
方便,是,"","260503;重要"
老师好,否,您好呀！收到您的问候真开心～咱们毛笔书法体验课是 5 月 3 号周日晚上 6 点 50 分开课，连续 6 晚。这两天您可以先准备下基础的毛笔和纸墨，不用太专业，顺手就行。到时候我会在群里发链接带您进教室，跟着陈墨院长一起静心练字，期待和您见面哦🌼,"260503"
[微笑][OK],否,收到您的回复啦！那老师就默认您会来咯~5 月 3 号周日晚上 6:50，我准时发链接给您。咱们这是毛笔书法体验课，工具不用太专业，家里有基础笔墨就能跟着陈墨院长练，主打一个静心放松🌼,"260503"
只要有时间，没有特殊情况是可以的,否,太好了，听到您确认能来上课真让人开心！\n咱们就从明天 5 月 2 号开始，连续六晚七点相约。顺便问下同学，您之前有了解过陈小朵老师吗？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/2e3ee5e8021e52a95f2652e12a0b8db4_3eeea50e-cd67-48c7-b08b-0de108c01d90.jpg""}",是,"","260430;回复时段1;回复时段2"
好，谢谢！,否,您太客气啦～工具都齐了，咱们就安心等开课。5 月 3 号我会准时在群里发链接，跟着陈墨院长体验毛笔书法的静心乐趣，期待和您一起动笔哦🌼,"260503;有时间;有工具;有工具"
老师，你们和及象陈墨老师是一家吗？,否,🌟 您放心，我们是一家的哈~我是及象书画院的班主任雯雯老师，专门负责咱们班级的服务。今晚 6 点 50 分的直播课，就是由陈墨院长亲自讲授的，他可是咱们书画院的创始人呢。我会全程陪着您学习，有任何问题随时找我就好，今晚记得准时来听课哦,"260501;有时间"
知道了,否,好的同学，那咱们就约定好从 5 月 2 号开始\n连续六天每晚 19:00 准时上课啦，这个时间您方便来上课吗？,"260502"
没有,是,"","260503;重要;有时间"
我已经添加了你，现在我们可以开始聊天了。,否,好的，那咱们 5 月 2 号晚上 7 点准时见！知道您能按时来上课，我心里特别高兴\n对了同学，在正式开课前，想问问您之前有了解过陈小朵老师吗？,"260502"
你好吵,否,哎呀，抱歉打扰到您啦！🤗 主要是今晚陈墨院长带大家上第一节毛笔书法体验课，怕您错过这么难得的静心时光。您先忙您的，有空记得来写写字放松一下就好，链接开课前我会发给您。,"260501;有时间"
老师早上好！五一出游在外，可能要耽误学习时间，能推持时间吗？,否,早上好呀！五一出游挺好的，放松心情对写字也有帮助呢🌼。今晚 6 点 50 是陈墨院长亲自带的直播体验课，机会很难得，如果您方便的话，找个安静角落参与一下就好，哪怕只听前半段，对用笔手感也会有新启发。,"260501;没时间"
可以的[玫瑰][玫瑰][玫瑰],是,"","260503"
昨天学了猫,否,同学早呀！昨天学的《猫咪戏蝶》练习得怎么样啦？有没有觉得哪里比较难下笔？🤔\n\n国画本身就是循序渐进的过程，刚开始手抖、调色不准很正常。只要跟着陈墨老师多看多画，有不懂的及时问老师，肯定会一遍比一遍好。\n\n今晚 18:45 我们要学《桂林山水》咯，记得带上画具准时来，期待看到你更大的进步！,"260429;赠品单;已填地址;有时间"
没有，好的，明晚见,否,好的，明晚七点准时见，期待与您一起开启音乐之旅！听到您确认能来上课真让人开心。顺便问下同学，您之前有了解过陈小朵老师吗？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
谢谢老师指点,是,"","260430;回复时段1;回复时段2;作业1"
"{""messageType"":""image"",""messageContent"":""http://dragnet-sunlands.oss-accelerate.aliyuncs.com/20260501/2a238982a36f5f498fbae04e3c26564f_4f7c3d85-31ec-4e02-92f3-0853fc124134.jpg""}",否,"","2024Y12END;241107;付费学员;251230"
有,是,"","260503;重要;有时间"
没有,是,不认识没关系呀！陈小朵老师深耕歌唱行业 30 多年，是北京奥运会《我和你》原唱\n她是中国歌剧舞剧院首席女高音、中国音乐学院博士，常受邀在央视和重要晚会演出。顺便问问同学，您之前接触过唱歌吗？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
好嘞,否,好嘞，收到您的确认啦！这两天您可以先放松心态，不用有压力。5 月 3 号我会准时在群里发链接，咱们跟着陈墨院长一起体验毛笔书法的静心时刻，期待和您云端相见🌼,"260503;有时间;有工具;有工具"
[强][OK],否,同学早呀！看到您的表情感觉元气满满呢 昨晚的《猫咪戏蝶》练习得怎么样？有没有试着用“丝毛法”给小猫添几笔？\n\n今晚 18:45 陈墨老师会带大家走进《桂林山水》，学习独家的水法和皴法，领略水墨山水的魅力，有空记得来听听哦✏️,"260429;赠品单;已填地址;有时间;梅-树干上雪没有留下来;猫-毛画的黑不飘逸"
没有，没写过,否,👍 没写过完全没关系呀，咱们陈墨院长就是专门带零基础的同学入门的。工具暂时没备齐也不耽误，5 月 3 号晚上您可以先专心听院长讲解，感受下毛笔书法的魅力。等听完课心里有底了，再去附近超市买支普通毛笔和墨汁跟着练，效果会更好呢。,"260503;重要;有时间;无工具;无工具"
老师已添加,否,收到啦，同学！您已成功添加我，接下来就由我全程陪伴您学习。🥳\n\n咱们 5 月 3 号周日晚上 6 点 50 分准时开课，是陈墨院长亲授的毛笔书法体验课。这两天您可以先备支毛笔，不用太专业，能蘸墨书写就行。期待在课堂上见到您，一起感受笔墨的乐趣！,"260503;重要"
没有,是,收到啦，那这次正好从零开始系统学！顺便问问同学，您平时唱歌有没有想解决的问题呀？比如跑调、高音上不去或者气息不足之类的？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品"
能给发一个第一节课的竹孑吗,否,同学，咱们前三天的课程分别是《梅花飞雪》、《猫咪戏蝶》和今晚的《桂林山水》，暂时还没有安排画竹子哦。🎨\n\n不过别急，跟着陈墨老师系统学完这几天的山水花鸟，掌握了核心的用笔和墨法，以后您画竹子也能举一反三！今晚的《桂林山水》很精彩，有空记得来听，把基础打牢最重要！,"260429;赠品单;已填地址;有时间"
知道了,是,"","260501;有时间;有工具;有工具"
我通过了你的联系人验证请求，现在我们可以开始聊天了,否,您好呀，我是小月老师，终于加上您啦！🤗 咱们的书法体验课 5 月 3 号晚 6 点 50 分准时开始，连续 6 天。这是陈墨院长亲自带的毛笔书法课，零基础也能轻松跟上。开课前我会拉您进群发链接，您先安心准备一支毛笔就行，期待和您一起静心练字！,"260503"
可以,是,"","260503"
收到,是,"","260501;有时间;有工具;有工具"
收到，按时参加！,是,"","260501;有时间;有工具;有工具"
没有,是,没学过反而是好事，没有错误方法干扰，能直接跟小朵老师学科学唱法\n您目前有没有想解决的唱歌问题呀，比如跑调、高音上不去或者气息不足？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品;待发文件"
我出门昨晚才回第二节课听了一半,否,同学早呀！昨晚刚回来辛苦啦，漏掉的课程别担心，老师把《猫咪戏蝶》的回放链接发您，空了补上就行✌️\n\n今晚 18:45 咱们要学《桂林山水》了，陈墨老师会教独家水法和皴法，特别精彩！您方便的话就来跟着老师一步步画，肯定能画出大气的山水作品，期待看到您的进步哦！,"260429;赠品单;已填地址;有时间"
好,否,收到啦！那您先安心忙自己的事，5 月 3 号周日晚我会把上课链接发给您。这两天要是看到合适的毛笔和墨汁可以顺手备着，没有也不影响先听课，陈墨院长讲得特别细致，零基础也能听得懂，期待和您一起开启书法之旅呀🌼,"260503;重要;有时间;无工具;无工具"
方便,是,"","260503;重要"
辛苦老师在发我一个第一节课的连接,否,同学，第一节课《梅花飞雪》的回放链接我这就发给您！🌸\n\n不过老师更关心您昨晚《猫咪戏蝶》听得怎么样啦？有没有试着动笔画几笔？刚开始手生很正常，只要跟着陈墨老师多练，肯定能画好。今晚也有精彩的《桂林山水》，有空可以来听听，期待看到您的进步！,"260429;赠品单;已填地址;有时间"
是的，都有,是,同学别急，这些问题其实都是方法没对上，不是您条件不好。接下来小朵老师会带着大家从基础练起，帮您把音准、气息和高音一个个攻克掉，跟着练肯定有进步！对了，顺便问问您现在是上班还是退休呀？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品;待发文件"
好的，谢谢老师,是,"","260501;有时间;无工具;无工具"
收到了，谢谢,是,"","260501;有时间;无工具;无工具"
对的，都有,是,同学别急，这些问题都是方法没对上，不是您条件不好\n接下来的课，小朵老师会带您从基础练起，逐个攻克音准、气息和高音，跟着练肯定能改善！对了，顺便问问您，现在是上班还是退休呀？,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品;待发文件;待发上课链接"
好吧，有书写工具,是,"","260503;有时间"
[握手],否,收到您的握手啦，心里暖暖的！🤝 后天晚上陈墨院长会带大家走进毛笔书法的世界。这两天您可以先找支顺手的毛笔备着，不用太讲究，能蘸墨就行。期待和您一起在笔墨中静心放松！,"260503;重要;有时间"
梅花课发我一下,否,同学早呀！您是想找第一节《梅花飞雪》的回放对吧？\n\n国画本身就是循序渐进的过程，刚开始手抖、调色不准很正常。只要跟着陈墨老师多看多画，有不懂的及时问老师，肯定会一遍比一遍好。\n\n另外今晚 18:45 我们要学《桂林山水》咯，您有空也可以来听听，期待看到你更大的进步！,"260429;赠品单;已填地址;有时间"
老师早上好。我已付款了,否,早上好呀！收到您的消息啦，欢迎加入我们的国画大家庭🎨。昨晚陈墨老师讲的山水技法您跟练了吗？感觉怎么样？有没有觉得哪里比较难下笔？别担心，刚开始手生很正常，今晚 18:45 继续跟着老师学《桂林山水》，咱们一步步来，肯定越画越好！,"260429;赠品单"
老师好,否,同学早上好呀！今天就是咱们第一天上课的日子啦，今晚 6 点 50 分陈墨院长会带大家体验毛笔书法的魅力。🌼\n\n您记得提前准备好毛笔和纸（旧报纸也能用），晚上我会把直播链接发给您。期待看到您动笔的样子！,"260501"
[强][强],否,"","260501;有时间;无工具;无工具;回复时段2"
我要了个朋友,否,您是想说约了朋友一起练字吗？那太棒啦，有个伴儿互相鼓励，学书法更容易坚持呢！🌼今晚陈墨院长会带大家体验毛笔书法的魅力，记得准备好纸笔，咱们课上见！,"260501"
[合十][合十][合十][呲牙],否,🤗 收到您的心意啦！工具都备齐了，那咱们就安心等开课。5 月 3 号晚上 6 点 50 分，我会准时把上课链接发给您。这两天您可以先试着用毛笔随意写写，找找手感，期待在陈墨院长的课堂上见到您动笔的样子,"260503;有时间;有工具;有工具"
你通过一下,否,您别急，我这边已经通过啦！今晚陈墨院长会亲自带大家体验毛笔书法。🌟 您提前把毛笔和纸准备好，开课前我会把上课链接发给您~,"260501"
没有,是,不认识没关系呀！陈老师深耕歌唱行业 30 多年，是北京奥运会《我和你》原唱，也是中国歌剧舞剧院首席女高音、中国音乐学院博士，常在央视演出。对了同学，您之前接触过唱歌吗？,"260502"
[强][强],否,"","260501;有时间;无工具;无工具;回复时段2"
有的老师[咖啡],是,"","260503;有时间"
谢谢！,是,"","260501"
知道啦老师,是,"","260501;有时间;回复时段1"
我已经添加了你，现在我们可以开始聊天了。,否,您好呀，收到您的消息真开心！🤗 咱们 5 月 3 号晚 6 点 50 分准时开课，是陈墨院长亲授的毛笔书法体验课。这两天您可以先备支毛笔，不用太专业，能蘸墨就行。期待和您一起静心练字，感受笔墨乐趣，您看时间方便吗？,"260503"
在家带孩子，两个孩子，小的刚10个月,否,在家带俩娃辛苦啦，不过小宝贝 10 个月大，现在时间相对灵活也挺好的，正好能借唱歌留点时间给自己放松。接下来的体验课您提前把时间安排好，尽量按时来，跟着老师一起开口练习，咱们边学边解压！,"260502;2024Y12END;赠品单;待介绍老师;三线及其它城市;已领取赠品;待发文件;待发上课链接"
好,否,"","260501;有时间;无工具;无工具;回复时段2"
今晚小兰老师那边还有一课需要上,否,同学您好，今晚 6 点 50 咱们陈墨院长的书法直播课也会开始。两边时间若冲突，您可以按需安排。建议您方便时来体验下这节毛笔书法课，直播互动感很强。您可以先备好文房四宝，给自己留一段静心写字的时光，我晚点把入口发给您🌼,"260501"
收到,是,"","260501;有时间;有工具;有工具"
好的！,否,"","260503;有时间;有工具;有工具"
我是个音乐爱好者，很想跟老师学一学声乐，提高一下自己的唱歌水平,是,太棒了，有这份热情一定能学好！没基础反而像张白纸，能更直接地吸收小朵老师的科学方法\n对了同学，您目前最想解决的唱歌问题是什么呢？比如跑调、高音上不去或者气息不足？,"260502;待介绍老师"
